Master Log Started at Fri Aug 29 23:49:26 PDT 2025

===============================================
Starting cs336 a1 train at Fri Aug 29 23:49:26 PDT 2025
===============================================
+ uv run python cs336_basics/train.py --name train_2
wandb: Currently logged in as: desaix (cvc_lab) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.21.0
wandb: Run data is saved locally in /Users/desaixie/code/cs336/assignment1-basics/wandb/run-20250829_234928-fcdblo6o
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run train_2
wandb: ⭐️ View project at https://wandb.ai/cvc_lab/cs336_a1
wandb: 🚀 View run at https://wandb.ai/cvc_lab/cs336_a1/runs/fcdblo6o
INFO - Loading tokenizer from files: tinystories_vocab.pkl and tinystories_merges.pkl
INFO - Initialized Tokenizer with max_workers=4
INFO - Loaded vocabulary size: 10000
INFO - Loaded special tokens count: 1
INFO - Successfully loaded tokenizer with vocabulary size: 10000
time: 20250829_234928
args: Namespace(d_model=512, num_heads=16, d_ff=1344, vocab_size=10000, context_length=256, num_layers=4, theta=10000.0, device=device(type='mps'), model_dtype=torch.float32, lrmax=0.0001, lrmin=0.0001, beta1=0.9, beta2=0.999, eps=1e-08, weight_decay=0.01, num_warmup=100, num_cosine=5000, max_grad_norm=1.0, train_path='data/TinyStoriesV2-GPT4-train.txt', valid_path='data/TinyStoriesV2-GPT4-valid.txt', vocab_path='tinystories_vocab.pkl', merges_path='tinystories_merges.pkl', special_tokens=['<|endoftext|>'], pretokens_train_path='data/openweb-train-tokenized.npy', pretokens_valid_path='data/openweb-valid-tokenized.npy', reuse_pretokens=True, use_memmap=True, use_parallel_pretokenize=True, num_workers=0, batch_size=32, train_steps=5000, val_every_step=10, log_every_step=10, save_every_step=50, resume_path='', name='train_2', save_dir='logs/')

Converting IDs to tokens:   0%|          | 0/229 [00:00<?, ?it/s]
Converting IDs to tokens: 100%|██████████| 229/229 [00:00<00:00, 970197.59it/s]
Baseball Prospectus director of technology Harry Pavlidis took a risk when he hired Jonathan Judge.Pavlidis knew that, as Alan Schwarz wrote in The Numbers Game, “no corner of American culture is more precisely counted, more passionately quantified, than performances of baseball players.” With a few clicks here and there, you can findout that Noah Syndergaard’s fastball revolves more than 2,100 times per minute on its way to the plate, that Nelson Cruz had the game’s highest average exit velocity among qualified hitters in 2016 and myriad other tidbits that seem ripped from a video game or science fiction novel. The rising ocean of data has empowered an increasingly important actor in baseball’s culture: the analytical hobbyist.
Reusing existing pretokenized training data from: data/openweb-train-tokenized.npy
Reusing existing pretokenized validation data from: data/openweb-valid-tokenized.npy
Loading data using memory mapping...
Loading data from data/openweb-train-tokenized.npy using memory mapping...
Loading data from data/openweb-valid-tokenized.npy using memory mapping...
building model
d_ffn: 1344
d_ffn: 1344
d_ffn: 1344
d_ffn: 1344
building optimizer
creating dataloader

Steps:   0%|          | 0/5000 [00:00<?, ?it/s]
Steps:   0%|          | 0/5000 [00:03<?, ?it/s, loss=9.26, global_step=0, grad_norm=5.06, lr=0, val_loss=9.28, val_perpl=1.07e+4]
Steps:   0%|          | 1/5000 [00:03<5:31:39,  3.98s/it, loss=9.26, global_step=0, grad_norm=5.06, lr=0, val_loss=9.28, val_perpl=1.07e+4]
Steps:   0%|          | 1/5000 [00:05<5:31:39,  3.98s/it, loss=9.33, global_step=1, grad_norm=6.39, lr=0]                                  
Steps:   0%|          | 2/5000 [00:05<3:17:19,  2.37s/it, loss=9.33, global_step=1, grad_norm=6.39, lr=0]
Steps:   0%|          | 2/5000 [00:06<3:17:19,  2.37s/it, loss=9.28, global_step=2, grad_norm=4.94, lr=1e-6]
Steps:   0%|          | 3/5000 [00:06<2:33:36,  1.84s/it, loss=9.28, global_step=2, grad_norm=4.94, lr=1e-6]
Steps:   0%|          | 3/5000 [00:07<2:33:36,  1.84s/it, loss=9.29, global_step=3, grad_norm=5.03, lr=2e-6]
Steps:   0%|          | 4/5000 [00:07<2:05:18,  1.50s/it, loss=9.29, global_step=3, grad_norm=5.03, lr=2e-6]
Steps:   0%|          | 4/5000 [00:08<2:05:18,  1.50s/it, loss=9.34, global_step=4, grad_norm=5.25, lr=3e-6]
Steps:   0%|          | 5/5000 [00:08<1:47:33,  1.29s/it, loss=9.34, global_step=4, grad_norm=5.25, lr=3e-6]
Steps:   0%|          | 5/5000 [00:09<1:47:33,  1.29s/it, loss=9.2, global_step=5, grad_norm=5.54, lr=4e-6] 
Steps:   0%|          | 6/5000 [00:09<1:37:25,  1.17s/it, loss=9.2, global_step=5, grad_norm=5.54, lr=4e-6]
Steps:   0%|          | 6/5000 [00:10<1:37:25,  1.17s/it, loss=9.31, global_step=6, grad_norm=5.57, lr=5e-6]
Steps:   0%|          | 7/5000 [00:10<1:30:47,  1.09s/it, loss=9.31, global_step=6, grad_norm=5.57, lr=5e-6]
Steps:   0%|          | 7/5000 [00:11<1:30:47,  1.09s/it, loss=9.23, global_step=7, grad_norm=5.66, lr=6e-6]
Steps:   0%|          | 8/5000 [00:11<1:24:52,  1.02s/it, loss=9.23, global_step=7, grad_norm=5.66, lr=6e-6]
Steps:   0%|          | 8/5000 [00:11<1:24:52,  1.02s/it, loss=9.3, global_step=8, grad_norm=5.86, lr=7e-6] 
Steps:   0%|          | 9/5000 [00:11<1:21:39,  1.02it/s, loss=9.3, global_step=8, grad_norm=5.86, lr=7e-6]
Steps:   0%|          | 9/5000 [00:12<1:21:39,  1.02it/s, loss=9.28, global_step=9, grad_norm=6.76, lr=8e-6]
Steps:   0%|          | 10/5000 [00:12<1:18:46,  1.06it/s, loss=9.28, global_step=9, grad_norm=6.76, lr=8e-6]
Steps:   0%|          | 10/5000 [00:14<1:18:46,  1.06it/s, loss=9.3, global_step=10, grad_norm=5.59, lr=9e-6, val_loss=9.26, val_perpl=1.05e+4]
Steps:   0%|          | 11/5000 [00:14<1:24:43,  1.02s/it, loss=9.3, global_step=10, grad_norm=5.59, lr=9e-6, val_loss=9.26, val_perpl=1.05e+4]
Steps:   0%|          | 11/5000 [00:14<1:24:43,  1.02s/it, loss=9.15, global_step=11, grad_norm=5.91, lr=1e-5]                                 
Steps:   0%|          | 12/5000 [00:14<1:22:49,  1.00it/s, loss=9.15, global_step=11, grad_norm=5.91, lr=1e-5]
Steps:   0%|          | 12/5000 [00:15<1:22:49,  1.00it/s, loss=9.18, global_step=12, grad_norm=5.46, lr=1.1e-5]
Steps:   0%|          | 13/5000 [00:15<1:21:05,  1.03it/s, loss=9.18, global_step=12, grad_norm=5.46, lr=1.1e-5]
Steps:   0%|          | 13/5000 [00:16<1:21:05,  1.03it/s, loss=9.11, global_step=13, grad_norm=6.04, lr=1.2e-5]
Steps:   0%|          | 14/5000 [00:16<1:19:08,  1.05it/s, loss=9.11, global_step=13, grad_norm=6.04, lr=1.2e-5]
Steps:   0%|          | 14/5000 [00:17<1:19:08,  1.05it/s, loss=9.11, global_step=14, grad_norm=6.58, lr=1.3e-5]
Steps:   0%|          | 15/5000 [00:17<1:17:35,  1.07it/s, loss=9.11, global_step=14, grad_norm=6.58, lr=1.3e-5]
Steps:   0%|          | 15/5000 [00:18<1:17:35,  1.07it/s, loss=9.14, global_step=15, grad_norm=5.36, lr=1.4e-5]
Steps:   0%|          | 16/5000 [00:18<1:15:43,  1.10it/s, loss=9.14, global_step=15, grad_norm=5.36, lr=1.4e-5]
Steps:   0%|          | 16/5000 [00:19<1:15:43,  1.10it/s, loss=9.07, global_step=16, grad_norm=5.17, lr=1.5e-5]
Steps:   0%|          | 17/5000 [00:19<1:14:17,  1.12it/s, loss=9.07, global_step=16, grad_norm=5.17, lr=1.5e-5]
Steps:   0%|          | 17/5000 [00:20<1:14:17,  1.12it/s, loss=8.95, global_step=17, grad_norm=5.24, lr=1.6e-5]
Steps:   1%|          | 45/5000 [00:44<1:13:42,  1.12it/s, loss=7.25, global_step=44, grad_norm=6.57, lr=4.3e-5]
Steps:   1%|          | 45/5000 [00:45<1:13:42,  1.12it/s, loss=7.6, global_step=45, grad_norm=5.1, lr=4.4e-5]  
Steps:   1%|          | 46/5000 [00:45<1:13:18,  1.13it/s, loss=7.6, global_step=45, grad_norm=5.1, lr=4.4e-5]
Steps:   1%|          | 46/5000 [00:46<1:13:18,  1.13it/s, loss=8.09, global_step=46, grad_norm=5.27, lr=4.5e-5]
Steps:   1%|          | 47/5000 [00:46<1:12:43,  1.14it/s, loss=8.09, global_step=46, grad_norm=5.27, lr=4.5e-5]
Steps:   1%|          | 47/5000 [00:47<1:12:43,  1.14it/s, loss=7.77, global_step=47, grad_norm=4.94, lr=4.6e-5]
Steps:   1%|          | 48/5000 [00:47<1:12:21,  1.14it/s, loss=7.77, global_step=47, grad_norm=4.94, lr=4.6e-5]
Steps:   1%|          | 48/5000 [00:48<1:12:21,  1.14it/s, loss=7.61, global_step=48, grad_norm=5.39, lr=4.7e-5]
Steps:   1%|          | 49/5000 [00:48<1:12:26,  1.14it/s, loss=7.61, global_step=48, grad_norm=5.39, lr=4.7e-5]
Steps:   1%|          | 49/5000 [00:49<1:12:26,  1.14it/s, loss=7.6, global_step=49, grad_norm=5.12, lr=4.8e-5] 
Steps:   1%|          | 50/5000 [00:49<1:12:07,  1.14it/s, loss=7.6, global_step=49, grad_norm=5.12, lr=4.8e-5]
Steps:   1%|          | 50/5000 [00:50<1:12:07,  1.14it/s, loss=7.61, global_step=50, grad_norm=5.12, lr=4.9e-5, val_loss=8.08, val_perpl=3.23e+3]
Steps:   1%|          | 51/5000 [00:50<1:29:10,  1.08s/it, loss=7.61, global_step=50, grad_norm=5.12, lr=4.9e-5, val_loss=8.08, val_perpl=3.23e+3]
Steps:   1%|          | 51/5000 [00:51<1:29:10,  1.08s/it, loss=6.37, global_step=51, grad_norm=6.19, lr=5e-5]                                    
Steps:   1%|          | 52/5000 [00:51<1:23:59,  1.02s/it, loss=6.37, global_step=51, grad_norm=6.19, lr=5e-5]
Steps:   1%|          | 52/5000 [00:52<1:23:59,  1.02s/it, loss=7.29, global_step=52, grad_norm=5.07, lr=5.1e-5]
Steps:   1%|          | 53/5000 [00:52<1:20:09,  1.03it/s, loss=7.29, global_step=52, grad_norm=5.07, lr=5.1e-5]
Steps:   1%|          | 53/5000 [00:53<1:20:09,  1.03it/s, loss=7.25, global_step=53, grad_norm=5.03, lr=5.2e-5]
Steps:   1%|          | 54/5000 [00:53<1:17:46,  1.06it/s, loss=7.25, global_step=53, grad_norm=5.03, lr=5.2e-5]
Steps:   1%|          | 54/5000 [00:54<1:17:46,  1.06it/s, loss=7.39, global_step=54, grad_norm=5.01, lr=5.3e-5]
Steps:   1%|          | 55/5000 [00:54<1:16:29,  1.08it/s, loss=7.39, global_step=54, grad_norm=5.01, lr=5.3e-5]
Steps:   1%|          | 55/5000 [00:54<1:16:29,  1.08it/s, loss=7.59, global_step=55, grad_norm=5.21, lr=5.4e-5]
Steps:   1%|          | 56/5000 [00:54<1:14:55,  1.10it/s, loss=7.59, global_step=55, grad_norm=5.21, lr=5.4e-5]
Steps:   1%|          | 56/5000 [00:55<1:14:55,  1.10it/s, loss=6.76, global_step=56, grad_norm=5.13, lr=5.5e-5]
Steps:   1%|          | 57/5000 [00:55<1:15:20,  1.09it/s, loss=6.76, global_step=56, grad_norm=5.13, lr=5.5e-5]
Steps:   1%|          | 57/5000 [00:56<1:15:20,  1.09it/s, loss=7.14, global_step=57, grad_norm=5.11, lr=5.6e-5]
Steps:   1%|          | 58/5000 [00:56<1:15:54,  1.09it/s, loss=7.14, global_step=57, grad_norm=5.11, lr=5.6e-5]
Steps:   1%|          | 58/5000 [00:57<1:15:54,  1.09it/s, loss=7.24, global_step=58, grad_norm=5.32, lr=5.7e-5]
Steps:   1%|          | 59/5000 [00:57<1:16:05,  1.08it/s, loss=7.24, global_step=58, grad_norm=5.32, lr=5.7e-5]
Steps:   1%|          | 59/5000 [00:58<1:16:05,  1.08it/s, loss=6.73, global_step=59, grad_norm=5.16, lr=5.8e-5]
Steps:   1%|          | 60/5000 [00:58<1:15:41,  1.09it/s, loss=6.73, global_step=59, grad_norm=5.16, lr=5.8e-5]
Steps:   1%|          | 60/5000 [00:59<1:15:41,  1.09it/s, loss=6.65, global_step=60, grad_norm=5.5, lr=5.9e-5, val_loss=7.26, val_perpl=1.42e+3]
Steps:   1%|          | 61/5000 [00:59<1:21:27,  1.01it/s, loss=6.65, global_step=60, grad_norm=5.5, lr=5.9e-5, val_loss=7.26, val_perpl=1.42e+3]
Steps:   1%|          | 61/5000 [01:00<1:21:27,  1.01it/s, loss=6.99, global_step=61, grad_norm=4.89, lr=6e-5]                                   
Steps:   1%|          | 62/5000 [01:00<1:18:34,  1.05it/s, loss=6.99, global_step=61, grad_norm=4.89, lr=6e-5]
Steps:   1%|          | 62/5000 [01:01<1:18:34,  1.05it/s, loss=7.1, global_step=62, grad_norm=4.75, lr=6.1e-5]
Steps:   1%|▏         | 63/5000 [01:01<1:16:52,  1.07it/s, loss=7.1, global_step=62, grad_norm=4.75, lr=6.1e-5]
Steps:   1%|▏         | 63/5000 [01:02<1:16:52,  1.07it/s, loss=5.66, global_step=63, grad_norm=5.7, lr=6.2e-5]
Steps:   1%|▏         | 64/5000 [01:02<1:15:47,  1.09it/s, loss=5.66, global_step=63, grad_norm=5.7, lr=6.2e-5]
Steps:   1%|▏         | 64/5000 [01:03<1:15:47,  1.09it/s, loss=7.08, global_step=64, grad_norm=5.1, lr=6.3e-5]
Steps:   1%|▏         | 65/5000 [01:03<1:15:03,  1.10it/s, loss=7.08, global_step=64, grad_norm=5.1, lr=6.3e-5]
Steps:   1%|▏         | 65/5000 [01:04<1:15:03,  1.10it/s, loss=6.91, global_step=65, grad_norm=4.6, lr=6.4e-5]
Steps:   1%|▏         | 66/5000 [01:04<1:15:21,  1.09it/s, loss=6.91, global_step=65, grad_norm=4.6, lr=6.4e-5]
Steps:   1%|▏         | 66/5000 [01:05<1:15:21,  1.09it/s, loss=6.86, global_step=66, grad_norm=4.87, lr=6.5e-5]
Steps:   1%|▏         | 67/5000 [01:05<1:15:38,  1.09it/s, loss=6.86, global_step=66, grad_norm=4.87, lr=6.5e-5]
Steps:   1%|▏         | 67/5000 [01:06<1:15:38,  1.09it/s, loss=6, global_step=67, grad_norm=5.26, lr=6.6e-5]   
Steps:   1%|▏         | 68/5000 [01:06<1:15:10,  1.09it/s, loss=6, global_step=67, grad_norm=5.26, lr=6.6e-5]
Steps:   1%|▏         | 68/5000 [01:07<1:15:10,  1.09it/s, loss=6.33, global_step=68, grad_norm=4.94, lr=6.7e-5]
Steps:   1%|▏         | 69/5000 [01:07<1:15:27,  1.09it/s, loss=6.33, global_step=68, grad_norm=4.94, lr=6.7e-5]
Steps:   1%|▏         | 69/5000 [01:07<1:15:27,  1.09it/s, loss=6.75, global_step=69, grad_norm=4.94, lr=6.8e-5]
Steps:   1%|▏         | 70/5000 [01:07<1:15:21,  1.09it/s, loss=6.75, global_step=69, grad_norm=4.94, lr=6.8e-5]
Steps:   1%|▏         | 70/5000 [01:09<1:15:21,  1.09it/s, loss=5.71, global_step=70, grad_norm=5.24, lr=6.9e-5, val_loss=5.15, val_perpl=172]
Steps:   1%|▏         | 71/5000 [01:09<1:22:25,  1.00s/it, loss=5.71, global_step=70, grad_norm=5.24, lr=6.9e-5, val_loss=5.15, val_perpl=172]
Steps:   1%|▏         | 71/5000 [01:10<1:22:25,  1.00s/it, loss=5.86, global_step=71, grad_norm=4.85, lr=7e-5]                                
Steps:   1%|▏         | 72/5000 [01:10<1:20:00,  1.03it/s, loss=5.86, global_step=71, grad_norm=4.85, lr=7e-5]
Steps:   1%|▏         | 72/5000 [01:10<1:20:00,  1.03it/s, loss=6.77, global_step=72, grad_norm=5.01, lr=7.1e-5]
Steps:   1%|▏         | 73/5000 [01:10<1:17:44,  1.06it/s, loss=6.77, global_step=72, grad_norm=5.01, lr=7.1e-5]
Steps:   1%|▏         | 73/5000 [01:11<1:17:44,  1.06it/s, loss=6.57, global_step=73, grad_norm=4.55, lr=7.2e-5]
Steps:   1%|▏         | 74/5000 [01:11<1:16:01,  1.08it/s, loss=6.57, global_step=73, grad_norm=4.55, lr=7.2e-5]
Steps:   1%|▏         | 74/5000 [01:12<1:16:01,  1.08it/s, loss=5.66, global_step=74, grad_norm=4.91, lr=7.3e-5]
Steps:   2%|▏         | 75/5000 [01:12<1:14:50,  1.10it/s, loss=5.66, global_step=74, grad_norm=4.91, lr=7.3e-5]
Steps:   2%|▏         | 75/5000 [01:13<1:14:50,  1.10it/s, loss=5.4, global_step=75, grad_norm=5.5, lr=7.4e-5]  
Steps:   2%|▏         | 76/5000 [01:13<1:14:36,  1.10it/s, loss=5.4, global_step=75, grad_norm=5.5, lr=7.4e-5]
Steps:   2%|▏         | 76/5000 [01:14<1:14:36,  1.10it/s, loss=6.59, global_step=76, grad_norm=4.65, lr=7.5e-5]
Steps:   2%|▏         | 77/5000 [01:14<1:14:22,  1.10it/s, loss=6.59, global_step=76, grad_norm=4.65, lr=7.5e-5]
Steps:   2%|▏         | 77/5000 [01:15<1:14:22,  1.10it/s, loss=6.05, global_step=77, grad_norm=4.74, lr=7.6e-5]
Steps:   2%|▏         | 78/5000 [01:15<1:13:39,  1.11it/s, loss=6.05, global_step=77, grad_norm=4.74, lr=7.6e-5]
Steps:   2%|▏         | 78/5000 [01:16<1:13:39,  1.11it/s, loss=5.5, global_step=78, grad_norm=4.88, lr=7.7e-5] 
Steps:   2%|▏         | 79/5000 [01:16<1:15:32,  1.09it/s, loss=5.5, global_step=78, grad_norm=4.88, lr=7.7e-5]
Steps:   2%|▏         | 79/5000 [01:17<1:15:32,  1.09it/s, loss=6.74, global_step=79, grad_norm=5.17, lr=7.8e-5]
Steps:   2%|▏         | 80/5000 [01:17<1:16:18,  1.07it/s, loss=6.74, global_step=79, grad_norm=5.17, lr=7.8e-5]
Steps:   2%|▏         | 80/5000 [01:18<1:16:18,  1.07it/s, loss=5.26, global_step=80, grad_norm=5.25, lr=7.9e-5, val_loss=5.4, val_perpl=221]
Steps:   2%|▏         | 81/5000 [01:18<1:23:28,  1.02s/it, loss=5.26, global_step=80, grad_norm=5.25, lr=7.9e-5, val_loss=5.4, val_perpl=221]
Steps:   2%|▏         | 81/5000 [01:19<1:23:28,  1.02s/it, loss=6.18, global_step=81, grad_norm=4.41, lr=8e-5]                               
Steps:   2%|▏         | 82/5000 [01:19<1:21:28,  1.01it/s, loss=6.18, global_step=81, grad_norm=4.41, lr=8e-5]
Steps:   2%|▏         | 82/5000 [01:20<1:21:28,  1.01it/s, loss=5.48, global_step=82, grad_norm=4.73, lr=8.1e-5]
Steps:   2%|▏         | 83/5000 [01:20<1:18:57,  1.04it/s, loss=5.48, global_step=82, grad_norm=4.73, lr=8.1e-5]
Steps:   2%|▏         | 83/5000 [01:21<1:18:57,  1.04it/s, loss=6.12, global_step=83, grad_norm=4.77, lr=8.2e-5]
Steps:   2%|▏         | 84/5000 [01:21<1:17:05,  1.06it/s, loss=6.12, global_step=83, grad_norm=4.77, lr=8.2e-5]
Steps:   2%|▏         | 84/5000 [01:22<1:17:05,  1.06it/s, loss=5.84, global_step=84, grad_norm=4.77, lr=8.3e-5]
Steps:   2%|▏         | 85/5000 [01:22<1:15:33,  1.08it/s, loss=5.84, global_step=84, grad_norm=4.77, lr=8.3e-5]
Steps:   2%|▏         | 85/5000 [01:23<1:15:33,  1.08it/s, loss=6.55, global_step=85, grad_norm=4.79, lr=8.4e-5]
Steps:   2%|▏         | 86/5000 [01:23<1:14:48,  1.09it/s, loss=6.55, global_step=85, grad_norm=4.79, lr=8.4e-5]
Steps:   2%|▏         | 86/5000 [01:23<1:14:48,  1.09it/s, loss=6.65, global_step=86, grad_norm=4.78, lr=8.5e-5]
Steps:   2%|▏         | 87/5000 [01:23<1:13:59,  1.11it/s, loss=6.65, global_step=86, grad_norm=4.78, lr=8.5e-5]
Steps:   2%|▏         | 87/5000 [01:24<1:13:59,  1.11it/s, loss=5.85, global_step=87, grad_norm=4.56, lr=8.6e-5]
Steps:   2%|▏         | 88/5000 [01:24<1:14:42,  1.10it/s, loss=5.85, global_step=87, grad_norm=4.56, lr=8.6e-5]
Steps:   2%|▏         | 88/5000 [01:25<1:14:42,  1.10it/s, loss=4.97, global_step=88, grad_norm=4.71, lr=8.7e-5]
Steps:   2%|▏         | 89/5000 [01:25<1:13:58,  1.11it/s, loss=4.97, global_step=88, grad_norm=4.71, lr=8.7e-5]
Steps:   2%|▏         | 89/5000 [01:26<1:13:58,  1.11it/s, loss=5.49, global_step=89, grad_norm=4.55, lr=8.8e-5]
Steps:   2%|▏         | 90/5000 [01:26<1:14:06,  1.10it/s, loss=5.49, global_step=89, grad_norm=4.55, lr=8.8e-5]
Steps:   2%|▏         | 90/5000 [01:27<1:14:06,  1.10it/s, loss=5.79, global_step=90, grad_norm=4.57, lr=8.9e-5, val_loss=5.3, val_perpl=201]
Steps:   2%|▏         | 91/5000 [01:27<1:22:18,  1.01s/it, loss=5.79, global_step=90, grad_norm=4.57, lr=8.9e-5, val_loss=5.3, val_perpl=201]
Steps:   2%|▏         | 91/5000 [01:28<1:22:18,  1.01s/it, loss=5.57, global_step=91, grad_norm=4.89, lr=9e-5]                               
Steps:   2%|▏         | 92/5000 [01:28<1:20:32,  1.02it/s, loss=5.57, global_step=91, grad_norm=4.89, lr=9e-5]
Steps:   2%|▏         | 92/5000 [01:29<1:20:32,  1.02it/s, loss=6.12, global_step=92, grad_norm=4.43, lr=9.1e-5]
Steps:   2%|▏         | 93/5000 [01:29<1:19:43,  1.03it/s, loss=6.12, global_step=92, grad_norm=4.43, lr=9.1e-5]
Steps:   2%|▏         | 93/5000 [01:30<1:19:43,  1.03it/s, loss=5.29, global_step=93, grad_norm=4.26, lr=9.2e-5]
Steps:   2%|▏         | 94/5000 [01:30<1:18:58,  1.04it/s, loss=5.29, global_step=93, grad_norm=4.26, lr=9.2e-5]
Steps:   2%|▏         | 94/5000 [01:31<1:18:58,  1.04it/s, loss=5.59, global_step=94, grad_norm=4.43, lr=9.3e-5]
Steps:   2%|▏         | 95/5000 [01:31<1:19:18,  1.03it/s, loss=5.59, global_step=94, grad_norm=4.43, lr=9.3e-5]
Steps:   2%|▏         | 95/5000 [01:32<1:19:18,  1.03it/s, loss=5.61, global_step=95, grad_norm=4.66, lr=9.4e-5]
Steps:   2%|▏         | 96/5000 [01:32<1:17:48,  1.05it/s, loss=5.61, global_step=95, grad_norm=4.66, lr=9.4e-5]
Steps:   2%|▏         | 96/5000 [01:33<1:17:48,  1.05it/s, loss=5.62, global_step=96, grad_norm=4.46, lr=9.5e-5]
Steps:   2%|▏         | 97/5000 [01:33<1:16:30,  1.07it/s, loss=5.62, global_step=96, grad_norm=4.46, lr=9.5e-5]
Steps:   2%|▏         | 97/5000 [01:34<1:16:30,  1.07it/s, loss=5.52, global_step=97, grad_norm=4.44, lr=9.6e-5]
Steps:   2%|▏         | 98/5000 [01:34<1:15:17,  1.09it/s, loss=5.52, global_step=97, grad_norm=4.44, lr=9.6e-5]
Steps:   2%|▏         | 98/5000 [01:35<1:15:17,  1.09it/s, loss=5.37, global_step=98, grad_norm=4.21, lr=9.7e-5]
Steps:   2%|▏         | 99/5000 [01:35<1:14:23,  1.10it/s, loss=5.37, global_step=98, grad_norm=4.21, lr=9.7e-5]
Steps:   2%|▏         | 99/5000 [01:36<1:14:23,  1.10it/s, loss=4.35, global_step=99, grad_norm=4.73, lr=9.8e-5]
Steps:   2%|▏         | 100/5000 [01:36<1:14:06,  1.10it/s, loss=4.35, global_step=99, grad_norm=4.73, lr=9.8e-5]
Steps:   2%|▏         | 100/5000 [01:37<1:14:06,  1.10it/s, loss=5.06, global_step=100, grad_norm=4.66, lr=9.9e-5, val_loss=4.19, val_perpl=65.9]
Steps:   2%|▏         | 101/5000 [01:37<1:31:16,  1.12s/it, loss=5.06, global_step=100, grad_norm=4.66, lr=9.9e-5, val_loss=4.19, val_perpl=65.9]
Steps:   2%|▏         | 101/5000 [01:38<1:31:16,  1.12s/it, loss=4.75, global_step=101, grad_norm=4.42, lr=0.0001]                               
Steps:   2%|▏         | 102/5000 [01:38<1:27:31,  1.07s/it, loss=4.75, global_step=101, grad_norm=4.42, lr=0.0001]
Steps:   2%|▏         | 102/5000 [01:39<1:27:31,  1.07s/it, loss=5.39, global_step=102, grad_norm=4.48, lr=0.0001]
Steps:   2%|▏         | 103/5000 [01:39<1:24:18,  1.03s/it, loss=5.39, global_step=102, grad_norm=4.48, lr=0.0001]
Steps:   2%|▏         | 103/5000 [01:40<1:24:18,  1.03s/it, loss=4.18, global_step=103, grad_norm=4.14, lr=0.0001]
Steps:   2%|▏         | 104/5000 [01:40<1:20:50,  1.01it/s, loss=4.18, global_step=103, grad_norm=4.14, lr=0.0001]
Steps:   2%|▏         | 104/5000 [01:41<1:20:50,  1.01it/s, loss=4.71, global_step=104, grad_norm=4.38, lr=0.0001]
Steps:   2%|▏         | 105/5000 [01:41<1:18:13,  1.04it/s, loss=4.71, global_step=104, grad_norm=4.38, lr=0.0001]
Steps:   2%|▏         | 105/5000 [01:42<1:18:13,  1.04it/s, loss=4.8, global_step=105, grad_norm=4.19, lr=0.0001] 
Steps:   2%|▏         | 106/5000 [01:42<1:16:17,  1.07it/s, loss=4.8, global_step=105, grad_norm=4.19, lr=0.0001]
Steps:   2%|▏         | 106/5000 [01:43<1:16:17,  1.07it/s, loss=4.44, global_step=106, grad_norm=4.35, lr=0.0001]
Steps:   2%|▏         | 107/5000 [01:43<1:14:56,  1.09it/s, loss=4.44, global_step=106, grad_norm=4.35, lr=0.0001]
Steps:   2%|▏         | 107/5000 [01:44<1:14:56,  1.09it/s, loss=4.98, global_step=107, grad_norm=4.36, lr=0.0001]
Steps:   2%|▏         | 108/5000 [01:44<1:14:40,  1.09it/s, loss=4.98, global_step=107, grad_norm=4.36, lr=0.0001]
Steps:   2%|▏         | 108/5000 [01:45<1:14:40,  1.09it/s, loss=4.16, global_step=108, grad_norm=4.18, lr=0.0001]
Steps:   2%|▏         | 109/5000 [01:45<1:14:11,  1.10it/s, loss=4.16, global_step=108, grad_norm=4.18, lr=0.0001]
Steps:   2%|▏         | 109/5000 [01:45<1:14:11,  1.10it/s, loss=4.09, global_step=109, grad_norm=4.02, lr=0.0001]
Steps:   2%|▏         | 110/5000 [01:45<1:13:29,  1.11it/s, loss=4.09, global_step=109, grad_norm=4.02, lr=0.0001]
Steps:   2%|▏         | 110/5000 [01:47<1:13:29,  1.11it/s, loss=4.69, global_step=110, grad_norm=4.09, lr=0.0001, val_loss=4.94, val_perpl=139]
Steps:   2%|▏         | 111/5000 [01:47<1:20:02,  1.02it/s, loss=4.69, global_step=110, grad_norm=4.09, lr=0.0001, val_loss=4.94, val_perpl=139]
Steps:   2%|▏         | 111/5000 [01:47<1:20:02,  1.02it/s, loss=3.68, global_step=111, grad_norm=4.61, lr=0.0001]                              
Steps:   2%|▏         | 112/5000 [01:47<1:17:33,  1.05it/s, loss=3.68, global_step=111, grad_norm=4.61, lr=0.0001]
Steps:   2%|▏         | 112/5000 [01:48<1:17:33,  1.05it/s, loss=5.41, global_step=112, grad_norm=4.47, lr=0.0001]
Steps:   2%|▏         | 113/5000 [01:48<1:16:00,  1.07it/s, loss=5.41, global_step=112, grad_norm=4.47, lr=0.0001]
Steps:   2%|▏         | 113/5000 [01:49<1:16:00,  1.07it/s, loss=4.46, global_step=113, grad_norm=3.97, lr=0.0001]
Steps:   2%|▏         | 114/5000 [01:49<1:15:00,  1.09it/s, loss=4.46, global_step=113, grad_norm=3.97, lr=0.0001]
Steps:   2%|▏         | 114/5000 [01:50<1:15:00,  1.09it/s, loss=4.71, global_step=114, grad_norm=4.36, lr=0.0001]
